,Xf,Xa,Xi,phi,Tad,Flammable
536,0.21,0.4,0.39,1.372156303316654,1288.6633108028404,1.0
537,0.21,0.39,0.4,1.4066793272325857,1260.403248104716,0.0
538,0.21,0.38,0.41,1.4429564765262046,1232.2452753429145,0.0
539,0.21,0.3,0.49,1.8164574834079046,1011.8102907232828,0.0
540,0.21,0.2,0.59,2.6767302270888207,791.5376528657885,0.0
541,0.21,0.1,0.69,5.051288543704201,690.652111132749,0.0
542,0.21,0.0,0.79,42.29214078781338,529.6069854267924,0.0
543,0.22,0.78,0.0,0.7384102564102566,1804.041010069822,1.0
544,0.22,0.77,0.01,0.748106815466281,1802.7013003267307,1.0
545,0.22,0.76,0.02,0.758054110254015,1801.3658544181255,1.0
546,0.22,0.75,0.03,0.7682619935293874,1800.0345134432648,1.0
547,0.22,0.74,0.04,0.7787408411235258,1798.7070780282725,1.0
548,0.22,0.73,0.05,0.7895015871217396,1797.383292795981,1.0
549,0.22,0.72,0.06,0.8005557619203247,1796.0628275583902,1.0
550,0.22,0.71,0.07,0.8119155334396551,1794.7452472141106,1.0
551,0.22,0.7,0.08,0.8235937518032348,1793.4299687849445,1.0
552,0.22,0.69,0.09,0.8356039978276091,1792.116196153535,1.0
553,0.22,0.68,0.1,0.8479606357078227,1790.8028185019882,1.0
554,0.22,0.67,0.11,0.8606788703281341,1789.4882468899898,1.0
555,0.22,0.66,0.12,0.8737748096787573,1788.170140656323,1.0
556,0.22,0.65,0.13,0.887265532917355,1786.84492698019,1.0
557,0.22,0.64,0.14,0.9011691646799757,1785.5069080335002,1.0
558,0.22,0.63,0.15,0.9155049563213062,1784.1464635191624,1.0
559,0.22,0.62,0.16,0.930293374849966,1782.7461108268526,1.0
560,0.22,0.61,0.17,0.9455562004228399,1781.2706163912603,1.0
561,0.22,0.6,0.18,0.9613166333751052,1779.6372774315473,1.0
562,0.22,0.59,0.19,0.9775994118921013,1777.597020994487,1.0
563,0.22,0.58,0.2,0.9944309415782904,1773.9499447813243,1.0
564,0.22,0.57,0.21,1.0118394383506777,1760.018559965545,1.0
565,0.22,0.56,0.22,1.0298550862831946,1733.0353814371433,1.0
566,0.22,0.55,0.23,1.048510212259471,1704.3400792191653,1.0
567,0.22,0.54,0.24,1.0678394795599155,1675.4325831462718,1.0
568,0.22,0.53,0.25,1.0878801028219853,1646.4912323126573,1.0
569,0.22,0.52,0.26,1.1086720871782594,1617.561723895244,1.0
570,0.22,0.51,0.27,1.1302584948055803,1588.6620107310453,1.0
571,0.22,0.5,0.28,1.1526857426223092,1559.8015116996976,1.0
572,0.22,0.49,0.29,1.176003935464546,1530.9864400151637,1.0
573,0.22,0.48,0.3,1.2002672397743193,1502.221714713392,1.0
574,0.22,0.47,0.31,1.2255343036656106,1473.5117938688693,1.0
575,0.22,0.46,0.32,1.2518687302252223,1444.8610875018207,1.0
576,0.22,0.45,0.33,1.2793396120891747,1416.2741861939007,1.0
577,0.22,0.44,0.34,1.3080221367538902,1387.7560070783331,1.0
578,0.22,0.43,0.35,1.3379982737879073,1359.3118874251145,1.0
579,0.22,0.42,0.36,1.3693575571707022,1330.9476544098356,1.0
580,0.22,0.41,0.37,1.4021979784840157,1302.6696723894215,1.0
581,0.22,0.4,0.38,1.4366270097238634,1274.4848820176626,1.0
582,0.22,0.39,0.39,1.4727627782229507,1246.400823524474,0.0
583,0.22,0.38,0.4,1.5107354207460768,1218.4256509030083,0.0
584,0.22,0.3,0.48,1.901740780194755,999.7229319716707,0.0
585,0.22,0.2,0.58,2.802663396720559,790.4021372462593,0.0
586,0.22,0.1,0.68,5.291835203470535,693.9955937373588,0.0
587,0.22,0.0,0.78,44.79878181603492,536.2826757904186,0.0
588,0.23,0.77,0.0,0.7820000000000001,1857.7323353028828,1.0
589,0.23,0.76,0.01,0.7923878191040901,1856.312483783692,1.0
590,0.23,0.75,0.02,0.8030478285475463,1854.894058711808,1.0
591,0.23,0.74,0.03,0.8139908685921595,1853.4761989104109,1.0
592,0.23,0.73,0.04,0.8252283628771094,1852.057787961494,1.0
593,0.23,0.72,0.05,0.8367723581977952,1850.6373462930062,1.0
594,0.23,0.71,0.06,0.8486355675845618,1849.2128751337661,1.0
595,0.23,0.7,0.07,0.8608314170051568,1847.7816108598133,1.0
596,0.23,0.69,0.08,0.8733740960516085,1846.3396278924986,1.0
597,0.23,0.68,0.09,0.8862786130138306,1844.8811677305864,1.0
598,0.23,0.67,0.1,0.8995608547893625,1843.3974460454065,1.0
599,0.23,0.66,0.11,0.9132376521320551,1841.8743934880158,1.0
600,0.23,0.65,0.12,0.9273268508031591,1840.2880230292142,1.0
601,0.23,0.64,0.13,0.9418473892572657,1838.5938971474754,1.0
602,0.23,0.63,0.14,0.9568193835742154,1836.6995987908072,1.0
603,0.23,0.62,0.15,0.9722642204379136,1834.3770585312109,1.0
604,0.23,0.61,0.16,0.9882046590658026,1830.8889741380722,1.0
605,0.23,0.6,0.17,1.004664943110621,1822.8403789156623,1.0
606,0.23,0.59,0.18,1.0216709236915757,1802.1894927530516,1.0
607,0.23,0.58,0.19,1.0392501948680646,1774.7466533207166,1.0
608,0.23,0.57,0.2,1.057432243049209,1746.165599040858,1.0
609,0.23,0.56,0.21,1.0762486120408261,1717.3430770170182,1.0
610,0.23,0.55,0.22,1.0957330856731575,1688.460492565786,1.0
611,0.23,0.54,0.23,1.1159218902336496,1659.5747168467512,1.0
612,0.23,0.53,0.24,1.1368539192566323,1630.7096647000005,1.0
613,0.23,0.52,0.25,1.1585709836045475,1601.8777840667917,1.0
614,0.23,0.51,0.26,1.1811180902240483,1573.086815798894,1.0
615,0.23,0.5,0.27,1.204543753487613,1544.3423791695145,1.0
616,0.23,0.49,0.28,1.2289003436529464,1515.6491352142477,1.0
617,0.23,0.48,0.29,1.2542444777074984,1487.0113762389972,1.0
618,0.23,0.47,0.3,1.2806374587373592,1458.4333534929128,1.0
619,0.23,0.46,0.31,1.30814577099753,1429.919482370943,1.0
620,0.23,0.45,0.32,1.336841639099943,1401.4744653881623,1.0
621,0.23,0.44,0.33,1.366803661220996,1373.103393909496,1.0
622,0.23,0.43,0.34,1.3981175280174174,1344.811810448624,1.0
623,0.23,0.42,0.35,1.4308768410974704,1316.6057680808542,1.0
624,0.23,0.41,0.36,1.465184047511638,1288.4918613122122,1.0
625,0.23,0.4,0.37,1.501151509913961,1260.477256996188,0.0
626,0.23,0.39,0.38,1.538902735943532,1232.5697193764627,0.0
627,0.23,0.3,0.47,1.9871179512710377,987.8066556005195,0.0
628,0.23,0.2,0.57,2.9288001804697483,789.6068361557092,0.0
629,0.23,0.1,0.67,5.533114132787718,697.2487181258422,0.0
630,0.23,0.0,0.77,47.37053040343103,542.8265176017508,0.0
631,0.24,0.76,0.0,0.826736842105263,1909.5877921655012,1.0
632,0.24,0.75,0.01,0.83784938270756,1908.0458611183,1.0
633,0.24,0.74,0.02,0.8492570364736056,1906.4935015378783,1.0
634,0.24,0.73,0.03,0.8609717174808743,1904.9264650087118,1.0
635,0.24,0.72,0.04,0.8730059898691803,1903.338889772126,1.0
636,0.24,0.71,0.05,0.8853731127901342,1901.7224465909107,1.0
637,0.24,0.7,0.06,0.8980870891386092,1900.0649053027441,1.0
638,0.24,0.69,0.07,0.9111627184427561,1898.3475452987716,1.0
639,0.24,0.68,0.08,0.924615654332551,1896.5401980292215,1.0
640,0.24,0.67,0.09,0.9384624670560627,1894.590954979302,1.0
641,0.24,0.66,0.1,0.952720711568374,1892.4024084023897,1.0
642,0.24,0.65,0.11,0.9674090017814321,1889.7688028793239,1.0
643,0.24,0.64,0.12,0.982547091635165,1886.1776510724658,1.0
644,0.24,0.63,0.13,0.9981559637323288,1880.0608950207836,1.0
645,0.24,0.62,0.14,1.0142579263733922,1866.790484536328,1.0
646,0.24,0.61,0.15,1.0308767199351134,1843.586332141988,1.0
647,0.24,0.6,0.16,1.048037633659621,1816.2128925079342,1.0
648,0.24,0.59,0.17,1.0657676340622964,1787.803306741881,1.0
